PatentFamily,PatentNumber,CitedPatents
WO2023146175-A1;KR2023116472-A,KR2023116472-A,
CN116515754-A,CN116515754-A,
CN116515755-A,CN116515755-A,
CN116515938-A,CN116515938-A,
CN116496980-A,CN116496980-A,
CN116491501-A,CN116491501-A,
CN116496979-A,CN116496979-A,
CN116496899-A,CN116496899-A,
CN116496989-A,CN116496989-A,
WO2023140719-A1;KR2023114228-A,WO2023140719-A1,
WO2023140719-A1;KR2023114228-A,KR2023114228-A,
WO2023140543-A1;KR2023114116-A,WO2023140543-A1,
WO2023140543-A1;KR2023114116-A,KR2023114116-A,
US2023235284-A1,US2023235284-A1,
EP4215179-A1;WO2023139215-A1,EP4215179-A1,
EP4215179-A1;WO2023139215-A1,WO2023139215-A1,WO2015002888-A1;WO2018041784-A1
KR2023111879-A,KR2023111879-A,
CN219409758-U;CN116790377-A,CN219409758-U,
CN219409758-U;CN116790377-A,CN116790377-A,
CN116478912-A,CN116478912-A,
CN116463280-A,CN116463280-A,
CN116458495-A,CN116458495-A,
CN116458473-A,CN116458473-A,
CN116463291-A,CN116463291-A,
WO2023135472-A1,WO2023135472-A1,
WO2023136651-A1;KR2023109577-A,WO2023136651-A1,
WO2023136651-A1;KR2023109577-A,KR2023109577-A,
WO2023137107-A1,WO2023137107-A1,
WO2023136308-A1,WO2023136308-A1,
WO2023136504-A1;KR2023108960-A,WO2023136504-A1,
WO2023136504-A1;KR2023108960-A,KR2023108960-A,
WO2023137200-A2;WO2023137200-A3,WO2023137200-A2,
WO2023137200-A2;WO2023137200-A3,WO2023137200-A3,
WO2023137467-A2;WO2023137467-A3,WO2023137467-A2,
WO2023137467-A2;WO2023137467-A3,WO2023137467-A3,
WO2023137432-A2;WO2023137432-A3,WO2023137432-A2,
WO2023137432-A2;WO2023137432-A3,WO2023137432-A3,
CN116445574-A,CN116445574-A,
CN116445544-A,CN116445544-A,
CN116445397-A,CN116445397-A,
CN116420677-A,CN116420677-A,
CN116426459-A,CN116426459-A,
CN116426479-A,CN116426479-A,
CN116426379-A,CN116426379-A,
CN116426460-A,CN116426460-A,
WO2023133327-A2;WO2023133327-A3,WO2023133327-A2,
WO2023133327-A2;WO2023133327-A3,WO2023133327-A3,
WO2023132730-A1;KR2023108226-A,WO2023132730-A1,
WO2023132730-A1;KR2023108226-A,KR2023108226-A,
WO2023133441-A2;WO2023133441-A3,WO2023133441-A2,
WO2023133441-A2;WO2023133441-A3,WO2023133441-A3,
US2023220353-A1,US2023220353-A1,
KR2023106074-A,KR2023106074-A,
CN116410918-A;CN116410918-B,CN116410918-A,
CN116410918-A;CN116410918-B,CN116410918-B,CN112852713-A;CN113621563-A;CN115975918-A;CN116196333-A;KR2020038672-A;KR2461314-B1;US20180147420-A1;WO2020180311-A1;WO2022119417-A1
CN116410929-A,CN116410929-A,
CN116410330-A,CN116410330-A,
JP2023097775-A,JP2023097775-A,
CN116396922-A,CN116396922-A,
CN116396939-A,CN116396939-A,
CN116392437-A;US2023293872-A1,CN116392437-A,
CN116392437-A;US2023293872-A1,US2023293872-A1,
WO2023129429-A2;WO2023129429-A3,WO2023129429-A2,
WO2023129429-A2;WO2023129429-A3,WO2023129429-A3,
WO2023130055-A2;US2023295347-A1;WO2023130055-A3,WO2023130055-A2,
WO2023130055-A2;US2023295347-A1;WO2023130055-A3,US2023295347-A1,
WO2023130055-A2;US2023295347-A1;WO2023130055-A3,WO2023130055-A3,
KR2553210-B1;WO2023204441-A1,KR2553210-B1,
KR2553210-B1;WO2023204441-A1,WO2023204441-A1,
WO2023126338-A1,WO2023126338-A1,
WO2023125744-A1,WO2023125744-A1,
US2023210906-A1,US2023210906-A1,
CN116376696-A,CN116376696-A,
CN116376840-A,CN116376840-A,
CN116380831-A,CN116380831-A,
CN116376809-A,CN116376809-A,
CN116376808-A,CN116376808-A,
CN116377013-A,CN116377013-A,
CN116374377-A,CN116374377-A,
CN116376834-A,CN116376834-A,
CN116355850-A,CN116355850-A,
CN116355836-A,CN116355836-A,
KR2023096172-A,KR2023096172-A,
CN116355849-A;KR2023100812-A,CN116355849-A,
CN116355849-A;KR2023100812-A,KR2023100812-A,
CN116355962-A,CN116355962-A,
WO2023121449-A1,WO2023121449-A1,
US2023201420-A1,US2023201420-A1,
WO2023117364-A1,WO2023117364-A1,
WO2023118360-A1,WO2023118360-A1,
CN116334136-A,CN116334136-A,
CN116333967-A,CN116333967-A,
KR2547900-B1;WO2023158016-A1;KR2023124505-A,KR2547900-B1,
KR2547900-B1;WO2023158016-A1;KR2023124505-A,WO2023158016-A1,
KR2547900-B1;WO2023158016-A1;KR2023124505-A,KR2023124505-A,
CN116270712-A,CN116270712-A,
CN116286353-A,CN116286353-A,
CN116286653-A,CN116286653-A,
CN116286654-A,CN116286654-A,
IN202331040848-A,IN202331040848-A,
CN116286655-A,CN116286655-A,
CN116286357-A,CN116286357-A,
CN116286648-A,CN116286648-A,
CN116286642-A,CN116286642-A,
CN116286608-A,CN116286608-A,
CN116286619-A,CN116286619-A,
CN116286651-A,CN116286651-A,
CN116271240-A,CN116271240-A,
CN116286597-A,CN116286597-A,
US2023190834-A1;WO2023122193-A2,US2023190834-A1,
US2023190834-A1;WO2023122193-A2,WO2023122193-A2,
WO2023108288-A1,WO2023108288-A1,
WO2023114461-A1,WO2023114461-A1,
DE102022134440-A1;WO2023116982-A1,DE102022134440-A1,
DE102022134440-A1;WO2023116982-A1,WO2023116982-A1,
KR2023090817-A,KR2023090817-A,
US2023192634-A1;EP4201404-A1,US2023192634-A1,
US2023192634-A1;EP4201404-A1,EP4201404-A1,
WO2023114543-A2;WO2023114543-A3,WO2023114543-A2,
WO2023114543-A2;WO2023114543-A3,WO2023114543-A3,
WO2023114782-A1,WO2023114782-A1,
WO2023114785-A2;WO2023114785-A3,WO2023114785-A2,
WO2023114785-A2;WO2023114785-A3,WO2023114785-A3,
WO2023110824-A1;TW202325721-A,WO2023110824-A1,
WO2023110824-A1;TW202325721-A,TW202325721-A,
EP4198121-A1;WO2023110941-A1,EP4198121-A1,
EP4198121-A1;WO2023110941-A1,WO2023110941-A1,WO2017060884-A1;WO2022008757-A1;US8058065-B2
KR2023089470-A;WO2023113203-A1;KR2571867-B1,KR2023089470-A,
KR2023089470-A;WO2023113203-A1;KR2571867-B1,WO2023113203-A1,
KR2023089470-A;WO2023113203-A1;KR2571867-B1,KR2571867-B1,
KR2023089159-A;WO2023113395-A1,KR2023089159-A,
KR2023089159-A;WO2023113395-A1,WO2023113395-A1,
WO2023104909-A1;DE102021132190-A1,WO2023104909-A1,
WO2023104909-A1;DE102021132190-A1,DE102021132190-A1,
WO2023108136-A2;WO2023108136-A3,WO2023108136-A2,
WO2023108136-A2;WO2023108136-A3,WO2023108136-A3,
WO2023102818-A1,WO2023102818-A1,
WO2023102610-A1,WO2023102610-A1,
WO2023107871-A2;WO2023107871-A3,WO2023107871-A2,
WO2023107871-A2;WO2023107871-A3,WO2023107871-A3,
DE102021214281-A1;WO2023110319-A1,DE102021214281-A1,
DE102021214281-A1;WO2023110319-A1,WO2023110319-A1,DE3720844-A;DE102008018170-A1;DE102016222072-A1;DE102016222075-A1;DE69634490-T2;EP3880796-A1;US20120273357-A1;US20130190212-A1;US20160272934-A1;WO2014179196-A1;WO2016183143-A1;WO2021224328-A1
EP4194546-A1;WO2023104946-A1,EP4194546-A1,
EP4194546-A1;WO2023104946-A1,WO2023104946-A1,
CN116254271-A,CN116254271-A,
CN116254180-A,CN116254180-A,
CN116236497-A,CN116236497-A,
CN116240166-A,CN116240166-A,
RU2797859-C1,RU2797859-C1,
WO2023099526-A1,WO2023099526-A1,
WO2023102454-A2;WO2023102454-A3,WO2023102454-A2,
WO2023102454-A2;WO2023102454-A3,WO2023102454-A3,
WO2023102120-A1,WO2023102120-A1,
WO2023101369-A1;KR2023083202-A,WO2023101369-A1,
WO2023101369-A1;KR2023083202-A,KR2023083202-A,
WO2023102212-A1,WO2023102212-A1,
US2023174949-A1,US2023174949-A1,
WO2023102471-A1,WO2023102471-A1,
US2023175933-A1,US2023175933-A1,
WO2023102133-A1,WO2023102133-A1,
CN116218777-A,CN116218777-A,
CN116218762-A,CN116218762-A,
CA3141086-A1;US2023174932-A1,CA3141086-A1,
CA3141086-A1;US2023174932-A1,US2023174932-A1,
CN116200267-A,CN116200267-A,
CN116200331-A,CN116200331-A,
CN116200332-A,CN116200332-A,
WO2023095982-A1;KR2023081737-A;CN116179470-A,WO2023095982-A1,
WO2023095982-A1;KR2023081737-A;CN116179470-A,KR2023081737-A,
WO2023095982-A1;KR2023081737-A;CN116179470-A,CN116179470-A,
WO2023096401-A1;KR2023078572-A,WO2023096401-A1,
WO2023096401-A1;KR2023078572-A,KR2023078572-A,
WO2023096065-A1;KR2023076738-A,WO2023096065-A1,
WO2023096065-A1;KR2023076738-A,KR2023076738-A,
WO2023095441-A1;JP2023079437-A,WO2023095441-A1,
WO2023095441-A1;JP2023079437-A,JP2023079437-A,
WO2023095440-A1;JP2023079440-A,WO2023095440-A1,
WO2023095440-A1;JP2023079440-A,JP2023079440-A,
WO2023093780-A1;CN116162595-A;TW202334393-A;CN116964192-A;HK40088758-A0,WO2023093780-A1,
WO2023093780-A1;CN116162595-A;TW202334393-A;CN116964192-A;HK40088758-A0,CN116162595-A,
WO2023093780-A1;CN116162595-A;TW202334393-A;CN116964192-A;HK40088758-A0,TW202334393-A,
WO2023093780-A1;CN116162595-A;TW202334393-A;CN116964192-A;HK40088758-A0,CN116964192-A,
WO2023093780-A1;CN116162595-A;TW202334393-A;CN116964192-A;HK40088758-A0,HK40088758-A0,
WO2023093807-A1,WO2023093807-A1,
KR2023076715-A,KR2023076715-A,
KR2023076740-A,KR2023076740-A,
KR2023076739-A,KR2023076739-A,
KR2023076437-A,KR2023076437-A,
CN116179354-A,CN116179354-A,
CN116179492-A,CN116179492-A,
CN116179355-A,CN116179355-A,
CN116179344-A,CN116179344-A,
CN116159182-A,CN116159182-A,
CN116162546-A,CN116162546-A,
CN219079549-U,CN219079549-U,
WO2023087109-A1,WO2023087109-A1,
WO2023090427-A1;TW202330906-A,WO2023090427-A1,
WO2023090427-A1;TW202330906-A,TW202330906-A,
WO2023092155-A1,WO2023092155-A1,
EP4183796-A1;WO2023089157-A1,EP4183796-A1,
EP4183796-A1;WO2023089157-A1,WO2023089157-A1,AU2003236478-A1;WO2003006615-A2;EP345660-A;EP950100-A1;EP750628-B1;EP950100-B1;US5189148-A;US5202311-A;US5217954-A;US6692961-B1;US6653284-B2;US7754686-B2;US8304387-B2;US10039807-B2;WO2001002433-A1;WO2013082196-A1
CN116144574-A,CN116144574-A,
CN116144580-A,CN116144580-A,
CN116148026-A,CN116148026-A,
CN116138216-A,CN116138216-A,
JP2023071631-A,JP2023071631-A,
CN116144581-A,CN116144581-A,
WO2023085931-A1,WO2023085931-A1,
WO2023086597-A1,WO2023086597-A1,
WO2023084648-A1,WO2023084648-A1,
WO2023083455-A1,WO2023083455-A1,
WO2023087024-A1,WO2023087024-A1,
WO2023084039-A1,WO2023084039-A1,
KR2023068353-A;WO2023085812-A1,KR2023068353-A,
KR2023068353-A;WO2023085812-A1,WO2023085812-A1,
CN116121173-A;CN116121173-B,CN116121173-A,
CN116121173-A;CN116121173-B,CN116121173-B,CN106167790-A;CN111088229-A;CN114807034-A;JP2002325571-A;US20160186136-A1;WO2020249935-A1
KR2023067138-A;WO2023085685-A1,KR2023067138-A,
KR2023067138-A;WO2023085685-A1,WO2023085685-A1,
CN116120619-A,CN116120619-A,
CN116103152-A;CN116103152-B,CN116103152-A,
CN116103152-A;CN116103152-B,CN116103152-B,CN110885779-A;US20030082795-A1;WO2022134294-A1
CN116103228-A,CN116103228-A,
WO2023081229-A1,WO2023081229-A1,
DE102021212603-A1;WO2023083740-A1,DE102021212603-A1,
DE102021212603-A1;WO2023083740-A1,WO2023083740-A1,US3297157-A;US4201525-A;US3613884-A;US3746166-A;US20210072142-A1;US8940541-B2
EP4177338-A1;US2023142476-A1;KR2023067232-A;JP2023070667-A,EP4177338-A1,
EP4177338-A1;US2023142476-A1;KR2023067232-A;JP2023070667-A,US2023142476-A1,
EP4177338-A1;US2023142476-A1;KR2023067232-A;JP2023070667-A,KR2023067232-A,
EP4177338-A1;US2023142476-A1;KR2023067232-A;JP2023070667-A,JP2023070667-A,
KR2023063563-A,KR2023063563-A,
CN116083361-A,CN116083361-A,
CN116083341-A,CN116083341-A,
KR2023060794-A,KR2023060794-A,
CN116064395-A,CN116064395-A,
IN202131050671-A,IN202131050671-A,
CN116064236-A;CN116064236-B,CN116064236-A,
CN116064236-A;CN116064236-B,CN116064236-B,CN109825437-A;CN111575189-A;CN111909838-A;CN113388517-A;CN114231414-A;CN114276930-A
CN116065240-A,CN116065240-A,
CN116064542-A,CN116064542-A,
CN116064373-A,CN116064373-A,
WO2023073243-A1,WO2023073243-A1,
WO2023074946-A2;KR2023060365-A;WO2023074946-A3;WO2023074946-A9,WO2023074946-A2,
WO2023074946-A2;KR2023060365-A;WO2023074946-A3;WO2023074946-A9,KR2023060365-A,
WO2023074946-A2;KR2023060365-A;WO2023074946-A3;WO2023074946-A9,WO2023074946-A3,
WO2023074946-A2;KR2023060365-A;WO2023074946-A3;WO2023074946-A9,WO2023074946-A9,
WO2023076580-A1,WO2023076580-A1,
WO2023073178-A1,WO2023073178-A1,
WO2023073119-A1,WO2023073119-A1,
WO2023072448-A1,WO2023072448-A1,
WO2023073107-A1,WO2023073107-A1,
WO2023073121-A1,WO2023073121-A1,
WO2023073108-A1,WO2023073108-A1,
WO2023073106-A1,WO2023073106-A1,
WO2023076496-A1,WO2023076496-A1,
WO2023073244-A1,WO2023073244-A1,
WO2023073006-A1;LU500789-B1,WO2023073006-A1,
WO2023073006-A1;LU500789-B1,LU500789-B1,WO2020204827-A1;EP2218778-A1;WO2009115295-A1;WO2009144008-A1;WO2013104752-A1
WO2023076554-A1,WO2023076554-A1,
WO2023076706-A1,WO2023076706-A1,
CN116036082-A,CN116036082-A,
CN116052781-A,CN116052781-A,
CN116042396-A,CN116042396-A,
CN116024087-A,CN116024087-A,
CN116024159-A,CN116024159-A,
CN116024158-A,CN116024158-A,
WO2023068930-A1;NL2029470-B1,WO2023068930-A1,
WO2023068930-A1;NL2029470-B1,NL2029470-B1,
WO2023066271-A1;CN115992238-A,WO2023066271-A1,
WO2023066271-A1;CN115992238-A,CN115992238-A,
WO2023068212-A1,WO2023068212-A1,
US2023131068-A1;WO2023076935-A1;WO2023076928-A1;US11793847-B2,US2023131068-A1,
US2023131068-A1;WO2023076935-A1;WO2023076928-A1;US11793847-B2,WO2023076935-A1,CN110063953-A
US2023131068-A1;WO2023076935-A1;WO2023076928-A1;US11793847-B2,WO2023076928-A1,US10098867-B2;WO2020194237-A1
US2023131068-A1;WO2023076935-A1;WO2023076928-A1;US11793847-B2,US11793847-B2,
US2023127098-A1;WO2023076937-A1;US11654172-B2,US2023127098-A1,
US2023127098-A1;WO2023076937-A1;US11654172-B2,WO2023076937-A1,
US2023127098-A1;WO2023076937-A1;US11654172-B2,US11654172-B2,US11123308-B2;WO2019003163-A3;CN110063953-A;RU2745687-C1;US20210069608-A1;US20210128521-A1;US10098867-B2;WO2018167038-A1;WO2020163775-A1;WO2020194237-A1;WO2021016718-A1
US2023132189-A1;US11654171-B2,US2023132189-A1,
US2023132189-A1;US11654171-B2,US11654171-B2,WO2020194237-A1;CN110063953-A;RU2745687-C1;US20210069608-A1;US20210128521-A1;US10098867-B2;US11123308-B2;WO2018167038-A1;WO2020163775-A1;WO2021016718-A1;WO2019003163-A2
WO2023070060-A1,WO2023070060-A1,
KR2023055998-A;WO2023068820-A1,KR2023055998-A,
KR2023055998-A;WO2023068820-A1,WO2023068820-A1,
CN116012303-A,CN116012303-A,
CN116004537-A,CN116004537-A,
CN116004388-A,CN116004388-A,
CN116004539-A,CN116004539-A,
CN116012838-A;CN116012838-B,CN116012838-A,
CN116012838-A;CN116012838-B,CN116012838-B,CA2818514-A1;CN109871735-A;CN112102323-A;CN113151149-A;CN113283352-A;CN113283353-A;CN113688939-A;CN113920108-A;CN114332855-A;CN114463290-A;CN114494217-A;CN114926562-A;CN115063360-A;CN115358973-A;CN115485714-A;EP4060552-A1;US20210172931-A1;US20210325308-A1
CN116004510-A,CN116004510-A,
CN116004514-A,CN116004514-A,
CN116004540-A,CN116004540-A,
CN116004722-A,CN116004722-A,
CN115992087-A,CN115992087-A,
CN218893691-U,CN218893691-U,
CN115992050-A,CN115992050-A,
CN115992095-A,CN115992095-A,
WO2023060322-A1,WO2023060322-A1,
WO2023063800-A1;KR2023054014-A,WO2023063800-A1,
WO2023063800-A1;KR2023054014-A,KR2023054014-A,
WO2023064904-A1,WO2023064904-A1,
WO2023063617-A1;KR2023052384-A,WO2023063617-A1,
WO2023063617-A1;KR2023052384-A,KR2023052384-A,
WO2023060643-A1;CN115960831-A,WO2023060643-A1,
WO2023060643-A1;CN115960831-A,CN115960831-A,
WO2023060710-A1;CN115975910-A,WO2023060710-A1,
WO2023060710-A1;CN115975910-A,CN115975910-A,
WO2023060684-A1;CN115960816-A,WO2023060684-A1,
WO2023060684-A1;CN115960816-A,CN115960816-A,
WO2023060774-A1;CN115975939-A,WO2023060774-A1,
WO2023060774-A1;CN115975939-A,CN115975939-A,
WO2023060695-A1;CN115975937-A,WO2023060695-A1,
WO2023060695-A1;CN115975937-A,CN115975937-A,
WO2023060711-A1;CN115960815-A,WO2023060711-A1,
WO2023060711-A1;CN115960815-A,CN115960815-A,
WO2023060676-A1;CN115975934-A,WO2023060676-A1,
WO2023060676-A1;CN115975934-A,CN115975934-A,
WO2023060709-A1;CN115975931-A,WO2023060709-A1,
WO2023060709-A1;CN115975931-A,CN115975931-A,
WO2023060677-A1;CN115975932-A,WO2023060677-A1,
WO2023060677-A1;CN115975932-A,CN115975932-A,
WO2023064570-A1,WO2023064570-A1,
WO2023063187-A1;JP2023057310-A,WO2023063187-A1,
WO2023063187-A1;JP2023057310-A,JP2023057310-A,
CN115975941-A,CN115975941-A,
CN115975908-A,CN115975908-A,
CN115975907-A,CN115975907-A,
WO2023060234-A1,WO2023060234-A1,
WO2023060271-A1,WO2023060271-A1,
WO2023059011-A1;KR2023051077-A,WO2023059011-A1,
WO2023059011-A1;KR2023051077-A,KR2023051077-A,
CN115948337-A,CN115948337-A,
CN115948323-A,CN115948323-A,
CN115948339-A,CN115948339-A,
CN115927159-A,CN115927159-A,
CN115927167-A,CN115927167-A,
CN115927163-A,CN115927163-A,
CN115937586-A,CN115937586-A,
CN115927164-A;CN115927164-B,CN115927164-A,
CN115927164-A;CN115927164-B,CN115927164-B,CN114746543-A;US20210079358-A1;US20220284832-A1;WO2000075286-A2
CN115927476-A,CN115927476-A,
WO2023054659-A1;JP2023551890-X,WO2023054659-A1,
WO2023054659-A1;JP2023551890-X,JP2023551890-X,
WO2023054712-A1;TW202334179-A,WO2023054712-A1,
WO2023054712-A1;TW202334179-A,TW202334179-A,
US2023104995-A1,US2023104995-A1,
CN115896023-A;CN115896023-B,CN115896023-A,
CN115896023-A;CN115896023-B,CN115896023-B,CN102712900-A;CN111094548-A;CN114457036-A;US20110223140-A1;US20180016552-A1
CN115896022-A,CN115896022-A,
CN115895884-A,CN115895884-A,
CN115896224-A,CN115896224-A,
CN115894906-A,CN115894906-A,
CN115895889-A,CN115895889-A,
CN115896002-A,CN115896002-A,
CN115887570-A,CN115887570-A,
CN115901405-A,CN115901405-A,
CN115876739-A,CN115876739-A,
WO2023048182-A1,WO2023048182-A1,
WO2023044581-A1,WO2023044581-A1,
US2023102398-A1,US2023102398-A1,
CN115851577-A,CN115851577-A,
CN115851575-A,CN115851575-A,
CN115855891-A,CN115855891-A,
CN115851576-A,CN115851576-A,
CN115838684-A;CN115838684-B,CN115838684-A,
CN115838684-A;CN115838684-B,CN115838684-B,
CN115838690-A,CN115838690-A,
US2023086623-A1;EP4152074-A1;CN115839950-A;JP2023044731-A,US2023086623-A1,
US2023086623-A1;EP4152074-A1;CN115839950-A;JP2023044731-A,EP4152074-A1,
US2023086623-A1;EP4152074-A1;CN115839950-A;JP2023044731-A,CN115839950-A,
US2023086623-A1;EP4152074-A1;CN115839950-A;JP2023044731-A,JP2023044731-A,
WO2023043644-A1,WO2023043644-A1,
WO2023042901-A1,WO2023042901-A1,
WO2023043787-A1,WO2023043787-A1,
WO2023043278-A1;KR2527906-B1;EP4174489-A1;KR2527911-B1,WO2023043278-A1,
WO2023043278-A1;KR2527906-B1;EP4174489-A1;KR2527911-B1,KR2527906-B1,
WO2023043278-A1;KR2527906-B1;EP4174489-A1;KR2527911-B1,EP4174489-A1,
WO2023043278-A1;KR2527906-B1;EP4174489-A1;KR2527911-B1,KR2527911-B1,
WO2023044032-A1,WO2023044032-A1,
WO2023043941-A1,WO2023043941-A1,
CN115820539-A,CN115820539-A,
CN115820560-A;CN115820560-B,CN115820560-A,
CN115820560-A;CN115820560-B,CN115820560-B,
CN115820559-A,CN115820559-A,
CN115820558-A,CN115820558-A,
CN115820415-A,CN115820415-A,
KR2511633-B1,KR2511633-B1,
KR2511631-B1;WO2023244055-A1,KR2511631-B1,
KR2511631-B1;WO2023244055-A1,WO2023244055-A1,
KR2511632-B1,KR2511632-B1,
CN115806931-A,CN115806931-A,
CN115807038-A,CN115807038-A,
CN115806876-A,CN115806876-A,
WO2023036946-A1;FR3127048-A1,WO2023036946-A1,
WO2023036946-A1;FR3127048-A1,FR3127048-A1,DE102009010446-A1;DE102016120312-B3;DE202005021436-U1;EP2606394-A1;US20050243412-A1;US20110096393-A1;US20140146376-A1;US20180074306-A1;US20180202935-A1
WO2023036186-A1,WO2023036186-A1,
WO2023037371-A1,WO2023037371-A1,
WO2023039567-A2;WO2023039567-A3;US2023183644-A1,WO2023039567-A2,
WO2023039567-A2;WO2023039567-A3;US2023183644-A1,WO2023039567-A3,
WO2023039567-A2;WO2023039567-A3;US2023183644-A1,US2023183644-A1,
WO2023039162-A1;US2023077584-A1,WO2023039162-A1,
WO2023039162-A1;US2023077584-A1,US2023077584-A1,
US2023077412-A1,US2023077412-A1,
WO2023036252-A1;CN117043163-A,WO2023036252-A1,
WO2023036252-A1;CN117043163-A,CN117043163-A,
CN115786269-A,CN115786269-A,
CN115786264-A,CN115786264-A,
CN115786260-A,CN115786260-A,
JP2023036560-A,JP2023036560-A,
CN115786118-A,CN115786118-A,
CN115786244-A;CN115786244-B,CN115786244-A,
CN115786244-A;CN115786244-B,CN115786244-B,
CN115786267-A;CN115786267-B,CN115786267-A,
CN115786267-A;CN115786267-B,CN115786267-B,
CN115786248-A,CN115786248-A,
CN115772492-A;CN115772492-B,CN115772492-A,
CN115772492-A;CN115772492-B,CN115772492-B,
CN115772498-A;WO2023035299-A1,CN115772498-A,
CN115772498-A;WO2023035299-A1,WO2023035299-A1,
CN218596429-U,CN218596429-U,
US2023074209-A1;WO2023061075-A1;TW202309275-A,US2023074209-A1,
US2023074209-A1;WO2023061075-A1;TW202309275-A,WO2023061075-A1,
US2023074209-A1;WO2023061075-A1;TW202309275-A,TW202309275-A,
WO2023034686-A1;US2023151327-A1,WO2023034686-A1,
WO2023034686-A1;US2023151327-A1,US2023151327-A1,
WO2023033337-A1;KR2023035838-A,WO2023033337-A1,
WO2023033337-A1;KR2023035838-A,KR2023035838-A,
WO2023034193-A1,WO2023034193-A1,
WO2023034496-A2;US2023070945-A1;WO2023034496-A3,WO2023034496-A2,
WO2023034496-A2;US2023070945-A1;WO2023034496-A3,US2023070945-A1,
WO2023034496-A2;US2023070945-A1;WO2023034496-A3,WO2023034496-A3,
WO2023031329-A1;NL2029095-B1,WO2023031329-A1,
WO2023031329-A1;NL2029095-B1,NL2029095-B1,
WO2023033137-A1;TW202313964-A,WO2023033137-A1,
WO2023033137-A1;TW202313964-A,TW202313964-A,
WO2023034825-A1,WO2023034825-A1,
WO2023030158-A1,WO2023030158-A1,
CN115747139-A,CN115747139-A,
CN115747290-A,CN115747290-A,
CN115747164-A,CN115747164-A,
WO2023025302-A1;CN115725495-A;TW202328432-A,WO2023025302-A1,
WO2023025302-A1;CN115725495-A;TW202328432-A,CN115725495-A,
WO2023025302-A1;CN115725495-A;TW202328432-A,TW202328432-A,
DE102021122720-A1,DE102021122720-A1,
WO2023025928-A1,WO2023025928-A1,
WO2023027469-A1;KR2023030473-A,WO2023027469-A1,
WO2023027469-A1;KR2023030473-A,KR2023030473-A,
WO2023028366-A2;WO2023028366-A3,WO2023028366-A2,
WO2023028366-A2;WO2023028366-A3,WO2023028366-A3,
KR2023026952-A,KR2023026952-A,
IN202111037249-A,IN202111037249-A,
US2023058240-A1,US2023058240-A1,
US2023053684-A1,US2023053684-A1,
WO2023023180-A1,WO2023023180-A1,
WO2023023305-A1,WO2023023305-A1,
WO2023021591-A1,WO2023021591-A1,
WO2023021472-A1;WO2023021472-A4,WO2023021472-A1,
WO2023021472-A1;WO2023021472-A4,WO2023021472-A4,
US2023052716-A1;KR2023024465-A;KR2578264-B1,US2023052716-A1,
US2023052716-A1;KR2023024465-A;KR2578264-B1,KR2023024465-A,
US2023052716-A1;KR2023024465-A;KR2578264-B1,KR2578264-B1,
WO2023018044-A1;KR2023023139-A;KR2582690-B1,WO2023018044-A1,
WO2023018044-A1;KR2023023139-A;KR2582690-B1,KR2023023139-A,
WO2023018044-A1;KR2023023139-A;KR2582690-B1,KR2582690-B1,
WO2023017316-A1,WO2023017316-A1,
KR2023022350-A,KR2023022350-A,
WO2023015318-A2;WO2023015318-A3,WO2023015318-A2,
WO2023015318-A2;WO2023015318-A3,WO2023015318-A3,
CN115700799-A,CN115700799-A,
CN115678830-A,CN115678830-A,
CN115678838-A,CN115678838-A,
WO2023009863-A1,WO2023009863-A1,
US2023031776-A1,US2023031776-A1,
US2023035127-A1,US2023035127-A1,
WO2023004888-A1;CN115678849-A,WO2023004888-A1,
WO2023004888-A1;CN115678849-A,CN115678849-A,
US2023036156-A1;WO2023009870-A1,US2023036156-A1,
US2023036156-A1;WO2023009870-A1,WO2023009870-A1,
CN115651909-A;CN115651909-B,CN115651909-A,
CN115651909-A;CN115651909-B,CN115651909-B,
CN115645104-A,CN115645104-A,
CN115655834-A,CN115655834-A,
WO2023004149-A1,WO2023004149-A1,
WO2023003416-A1;KR2023015858-A;TW202320772-A;CA3225425-A1,WO2023003416-A1,
WO2023003416-A1;KR2023015858-A;TW202320772-A;CA3225425-A1,KR2023015858-A,
WO2023003416-A1;KR2023015858-A;TW202320772-A;CA3225425-A1,TW202320772-A,
WO2023003416-A1;KR2023015858-A;TW202320772-A;CA3225425-A1,CA3225425-A1,
CN115637256-A,CN115637256-A,
CN115637251-A,CN115637251-A,
CN115637255-A,CN115637255-A,
CN115627251-A,CN115627251-A,
CN115627262-A,CN115627262-A,
WO2023285987-A1;CA3225084-A1,WO2023285987-A1,
WO2023285987-A1;CA3225084-A1,CA3225084-A1,
WO2023288160-A2;WO2023288160-A9;WO2023288160-A3,WO2023288160-A2,
WO2023288160-A2;WO2023288160-A9;WO2023288160-A3,WO2023288160-A9,
WO2023288160-A2;WO2023288160-A9;WO2023288160-A3,WO2023288160-A3,
EP4120119-A1;WO2023285461-A1,EP4120119-A1,
EP4120119-A1;WO2023285461-A1,WO2023285461-A1,US20200258223-A1;WO2020081343-A1
EP4119226-A1,EP4119226-A1,
JP2023007227-A,JP2023007227-A,
CN115612657-A,CN115612657-A,
CN115612614-A,CN115612614-A,
CN115595300-A,CN115595300-A,
CN115589992-A,CN115589992-A,
CN115595250-A,CN115595250-A,
WO2023282580-A1;KR2023007766-A,WO2023282580-A1,
WO2023282580-A1;KR2023007766-A,KR2023007766-A,
