SourcePatent,CitedPatent
US12150980-B2,WO2018170245-A1
US12150980-B2,WO2018170256-A1
US12150980-B2,WO2018170260-A1
US12150980-B2,WO2018187590-A1
US12150980-B2,WO2018232355-A1
US12150980-B2,WO2018232357-A1
US12150980-B2,WO2019018765-A1
US12150980-B2,WO2019036683-A1
US12150980-B2,WO2019036685-A1
US12150980-B2,WO2019103993-A1
US12150980-B2,WO2019148101-A1
US12150980-B2,WO2020006242-A1
US12150980-B2,WO2020056370-A1
US12150980-B2,WO2020061284-A1
US12150980-B2,WO2020061295-A1
US12150980-B2,WO2020061367-A1
US12150980-B2,WO2020097291-A1
US12150980-B2,WO2020172239-A1
US12150980-B2,WO2020185811-A1
US12150980-B2,WO2020190750-A1
US12150980-B2,WO2020243561-A1
US12150980-B2,WO2021016430-A1
US12150980-B2,WO2021030533-A1
US12150980-B2,WO2021050864-A1
US12150980-B2,WO2021055811-A1
US12150980-B2,WO2021155243-A1
US12150980-B2,WO2021155274-A1
US12150980-B2,WO2021204175-A1
US12150980-B2,WO2021211343-A1
US12150980-B2,WO2022067010-A1
US12150980-B2,WO2022076562-A1
US12150980-B2,WO2022101461-A1
US12150980-B2,WO2022101469-A1
US12150980-B2,WO2022150707-A1
US12150980-B2,WO2022155524-A1
US12150980-B2,WO2022155530-A1
US12150980-B2,WO2022187698-A1
US12150980-B2,WO2022197624-A1
US12150980-B2,WO2022204491-A1
US12150980-B2,WO2022212191-A1
US12150980-B2,WO2022212442-A1
US12150980-B2,WO2022221335-A1
US12150980-B2,WO2022221336-A1
US12150980-B2,WO2022221359-A1
US12150980-B2,WO2022221440-A1
US12150980-B2,WO2022226277-A1
US12150980-B2,WO2022226318-A1
US12150980-B2,WO2022232585-A1
US12150980-B2,WO2022241103-A1
US12150980-B2,WO2022245888-A1
US12150980-B2,WO2022266010-A1
US12150980-B2,WO2022266012-A1
US12150980-B2,WO2022266389-A1
US12150980-B2,WO2023006920-A1
US12150980-B2,WO2023014649-A1
US12150980-B2,WO2023018773-A1
US12150980-B2,WO2023018923-A1
US12150980-B2,WO2023019181-A1
US12150980-B2,WO2023056401-A1
US12150980-B2,WO2023069625-A1
US12150980-B2,WO2023069895-A1
US12150980-B2,WO2023069900-A1
US12150980-B2,WO2023076658-A1
US12150980-B2,WO2023081311-A1
US12150980-B2,WO2023092069-A1
US12150980-B2,WO2023114307-A1
US12150980-B2,WO2023132885-A1
US12150980-B2,WO2023137149-A1
US12150980-B2,WO2023150256-A1
US12150980-B2,WO2023154818-A1
US12150980-B2,WO2023196914-A1
US12150980-B2,WO2023201204-A1
US12150980-B2,WO2023201294-A1
US12150980-B2,WO2023201296-A1
US12150980-B2,WO2023212696-A1
US12150980-B2,WO2023225524-A1
US12150980-B2,WO2023250119-A1
US12150980-B2,WO2023283645-A1
US12150980-B2,WO2023283651-A1
US12150980-B2,WO2024010993-A1
US12150980-B2,WO2024015890-A1
US12150980-B2,WO2024026005-A1
US12150980-B2,WO2024030369-A1
US12150980-B2,WO2024050483-A1
US12150980-B2,WO2024097874-A1
US12150980-B2,WO2005040356-A2
US12150980-B2,WO2008103276-A2
US12150980-B2,WO2009046974-A2
US12150980-B2,WO2011143656-A2
US12150980-B2,WO2012065164-A2
US12150980-B2,WO2014168874-A2
US12150980-B2,WO2017011773-A2
US12150980-B2,WO2017081082-A2
US12150980-B2,WO2019036670-A2
US12150980-B2,WO2021159040-A2
US12150980-B2,WO2021159130-A2
US12150980-B2,WO2022032154-A2
US12150980-B2,WO2022212711-A2
US12150980-B2,WO2023107999-A2
US12150980-B2,WO2023283642-A2
US12150980-B2,WO2006110585-A3
US12150980-B2,WO2012159754-A3
US2017106070-A1,WO2002000001-A2
US2017106070-A1,WO2012006376-A2
EP3122774-B1,US4373071-A
EP3122774-B1,US4458066-A
EP3122774-B1,US4500707-A
EP3122774-B1,US4668777-A
EP3122774-B1,US4973679-A
EP3122774-B1,US5047524-A
EP3122774-B1,US5132418-A
EP3122774-B1,US5153319-A
EP3122774-B1,US5262530-A
EP3122774-B1,US5700642-A
EP3122774-B1,US5707829-A
EP3122774-B1,US5928902-A
EP3122774-B1,WO1990001496-A
EP3122774-B1,WO1997018229-A1
EP3122774-B1,WO2005113782-A1
EP3122774-B1,WO2012030901-A1
EP3122774-B1,WO2012031043-A1
EP3122774-B1,WO2013006825-A1
EP3122774-B1,WO2013006834-A1
EP3122774-B1,WO2013006837-A1
EP3122774-B1,WO2013033563-A1
EP3122774-B1,WO2011005799-A2
EP3122774-B1,WO2011027222-A2
EP3122774-B1,WO2012006376-A2
EP3122774-B1,WO2012006380-A2
EP3122774-B1,WO2012031046-A3
EP3798229-A1,WO1997018229-A1
EP3798229-A1,WO2001078770-A1
EP3798229-A1,WO2012006376-A2
US2017014496-A1,US20150086612-A1
US10307472-B2,US20130295110-A1
US10307472-B2,US20140086932-A1
US10307472-B2,US20150086612-A1
US10307472-B2,US20160129095-A1
US10307472-B2,EP1604688-A1
US10307472-B2,EP2958588-A1
US10307472-B2,EP1392341-A2
US10307472-B2,US20050032730-A1
US10307472-B2,US20050250723-A1
US10307472-B2,US20060188490-A1
US10307472-B2,US20080025944-A1
US10307472-B2,US20080267873-A1
US10307472-B2,US20090324584-A1
US10307472-B2,US20100035973-A1
US10307472-B2,US20100040614-A1
US10307472-B2,US20100055102-A1
US10307472-B2,US20100189729-A1
US10307472-B2,US20100203076-A1
US10307472-B2,US20100239608-A1
US10307472-B2,US20100291156-A1
US10307472-B2,US20100303851-A1
US10307472-B2,US20100305196-A1
US10307472-B2,US20110053829-A1
US10307472-B2,US20110077287-A1
US10307472-B2,US20110250225-A1
US10307472-B2,US20110269950-A1
US10307472-B2,US20110311472-A1
US10307472-B2,US20120009221-A1
US10307472-B2,US20120021043-A1
US10307472-B2,US20120141465-A1
US10307472-B2,US20120213818-A1
US10307472-B2,US20120258046-A1
US10307472-B2,US20130121988-A1
US10307472-B2,US20130129754-A1
US10307472-B2,US20130195867-A1
US10307472-B2,US20130202645-A1
US10307472-B2,US20130209511-A1
US10307472-B2,US20130251742-A1
US10307472-B2,US20130259879-A1
US10307472-B2,US20130273001-A1
US10307472-B2,US20130280283-A1
US10307472-B2,US20130295043-A1
US10307472-B2,US20130336998-A1
US10307472-B2,US20140037660-A1
US10307472-B2,US20140294877-A1
US10307472-B2,US20150050302-A1
US10307472-B2,US20150057340-A1
US10307472-B2,US20150093413-A1
US10307472-B2,US20150104476-A1
US10307472-B2,US20150118183-A1
US10307472-B2,US20150118264-A1
US10307472-B2,US20150141498-A1
US10307472-B2,US20150165006-A1
US10307472-B2,US20150184195-A1
US10307472-B2,US20150218554-A1
US10307472-B2,US20150258214-A1
US10307472-B2,US20150306249-A1
US10307472-B2,US20160206719-A1
US10307472-B2,US8008449-B2
US10307472-B2,US8168757-B2
US10307472-B2,US8217016-B2
US10307472-B2,US8383340-B2
US10307472-B2,US8445663-B2
US10307472-B2,US8703906-B2
US10307472-B2,US8728474-B2
US10307472-B2,US8968746-B2
US10307472-B2,US9155788-B2
US10307472-B2,WO2004004743-A1
US10307472-B2,WO2008156712-A1
US10307472-B2,WO2010037408-A1
US10307472-B2,WO2012062218-A1
US10307472-B2,WO2013143555-A1
US10307472-B2,WO2013143683-A1
US10307472-B2,WO2014127917-A1
US10307472-B2,WO2008011344-A2
US10307472-B2,WO2008083949-A2
US10307472-B2,WO2010063011-A2
US10307472-B2,WO2012006634-A2
US10307472-B2,WO2006044923-A3
US10307472-B2,WO2006121810-A3
US10307472-B2,WO2008083174-A3
US10307472-B2,WO2008085562-A3
US10307472-B2,WO2009114335-A3
US10307472-B2,WO2011143656-A3
US10307472-B2,WO1999042585-A9
EP3116535-B1,US4816567-A
EP3116535-B1,US5270163-A
EP3116535-B1,US5475096-A
EP3116535-B1,US6312700-B1
EP3116535-B1,WO1995012673-A1
EP3116535-B1,WO1995021251-A1
EP3116535-B1,WO1995021915-A1
EP3116535-B1,WO2013143555-A1
EP3116535-B1,WO2006121810-A3
EP3116535-B1,WO2008048685-A3
EP3116535-B1,WO1999042585-A9
EP3590529-A1,US20120141465-A1
EP3590529-A1,US20130209511-A1
EP3590529-A1,WO1999042585-A1
EP3590529-A1,WO2013143555-A1
EP3590529-A1,WO2006121810-A2
EP3590529-A1,US4816567-A
EP3590529-A1,US5270163-A
EP3590529-A1,US5475096-A
EP3590529-A1,US6312700-B1
EP3590529-A1,WO1995012673-A1
EP3590529-A1,WO1995021251-A1
EP3590529-A1,WO1995021915-A1
EP3590529-A1,WO2008048685-A2
US11110157-B2,US20150157710-A1
US11110157-B2,EP1604688-A1
US11110157-B2,EP2958588-A1
US11110157-B2,EP3292873-A1
US11110157-B2,EP1392341-A2
US11110157-B2,US20050032730-A1
US11110157-B2,US20050250723-A1
US11110157-B2,US20060188490-A1
US11110157-B2,US20080025944-A1
US11110157-B2,US20080267873-A1
US11110157-B2,US20090324584-A1
US11110157-B2,US20100035973-A1
US11110157-B2,US20100040614-A1
US11110157-B2,US20100055102-A1
US11110157-B2,US20100076060-A1
US11110157-B2,US20100189729-A1
US11110157-B2,US20100203076-A1
US11110157-B2,US20100239608-A1
US11110157-B2,US20100291156-A1
US11110157-B2,US20100303851-A1
US11110157-B2,US20100305196-A1
US11110157-B2,US20110053829-A1
US11110157-B2,US20110077287-A1
US11110157-B2,US20110250225-A1
US11110157-B2,US20110269950-A1
US11110157-B2,US20110311472-A1
US11110157-B2,US20120009221-A1
US11110157-B2,US20120021043-A1
US11110157-B2,US20120141465-A1
US11110157-B2,US20120213818-A1
US11110157-B2,US20120258046-A1
US11110157-B2,US20130121988-A1
US11110157-B2,US20130129754-A1
US11110157-B2,US20130195867-A1
US11110157-B2,US20130202645-A1
US11110157-B2,US20130209511-A1
US11110157-B2,US20130251742-A1
US11110157-B2,US20130259879-A1
US11110157-B2,US20130273001-A1
US11110157-B2,US20130280283-A1
US11110157-B2,US20130295043-A1
US11110157-B2,US20130295110-A1
US11110157-B2,US20130336998-A1
US11110157-B2,US20140037660-A1
US11110157-B2,US20140086932-A1
US11110157-B2,US20140294877-A1
US11110157-B2,US20150050302-A1
US11110157-B2,US20150057340-A1
US11110157-B2,US20150086612-A1
US11110157-B2,US20150093413-A1
US11110157-B2,US20150104476-A1
US11110157-B2,US20150118183-A1
US11110157-B2,US20150118264-A1
US11110157-B2,US20150141498-A1
US11110157-B2,US20150165006-A1
US11110157-B2,US20150184195-A1
US11110157-B2,US20150218554-A1
US11110157-B2,US20150258214-A1
US11110157-B2,US20150306249-A1
US11110157-B2,US20160129095-A1
US11110157-B2,US20160130345-A1
US11110157-B2,US20160206719-A1
US11110157-B2,US20180169201-A1
US11110157-B2,US8008449-B2
US11110157-B2,US8168757-B2
US11110157-B2,US8217016-B2
US11110157-B2,US8345509-B2
US11110157-B2,US8383340-B2
US11110157-B2,US8445663-B2
US11110157-B2,US8703906-B2
US11110157-B2,US8728474-B2
US11110157-B2,US8968746-B2
US11110157-B2,US9155788-B2
US11110157-B2,US9974845-B2
US11110157-B2,US10117920-B2
US11110157-B2,US10307472-B2
US11110157-B2,US10434158-B2
US11110157-B2,WO2004004743-A1
US11110157-B2,WO2008156712-A1
US11110157-B2,WO2010037408-A1
US11110157-B2,WO2011066389-A1
US11110157-B2,WO2012062218-A1
US11110157-B2,WO2013143555-A1
US11110157-B2,WO2013143683-A1
US11110157-B2,WO2014127917-A1
US11110157-B2,WO2015135558-A1
US11110157-B2,WO2008011344-A2
US11110157-B2,WO2008083949-A2
US11110157-B2,WO2010063011-A2
US11110157-B2,WO2012006634-A2
US11110157-B2,WO2002086063-A3
US11110157-B2,WO2002098443-A3
US11110157-B2,WO2006044923-A3
US11110157-B2,WO2006121810-A3
US11110157-B2,WO2006133396-A3
US11110157-B2,WO2007005874-A3
US11110157-B2,WO2008083174-A3
US11110157-B2,WO2008085562-A3
US11110157-B2,WO2009114335-A3
US11110157-B2,WO2011143656-A3
US11110157-B2,WO1999042585-A9
US2021369827-A1,US20100303811-A1
US2021369827-A1,US20160122412-A1
US2021369827-A1,US20170173128-A1
EP3046578-A4,US20070238676-A1
EP3046578-A4,US20090274727-A1
EP3046578-A4,WO2002042326-A1
EP3046578-A4,WO2010039224-A2
CN105473157-A,WO2012116811-A1
US10588959-B2,US20050032730-A1
US10588959-B2,US20050059624-A1
US10588959-B2,US20050250723-A1
US10588959-B2,US20060188490-A1
US10588959-B2,US20080025944-A1
US10588959-B2,US20080267873-A1
US10588959-B2,US20090324584-A1
US10588959-B2,US20100048883-A1
US10588959-B2,US20100189729-A1
US10588959-B2,US20100203076-A1
US10588959-B2,US20100291156-A1
US10588959-B2,US20100305196-A1
US10588959-B2,US20110053829-A1
US10588959-B2,US20110250225-A1
US10588959-B2,US20120021043-A1
US10588959-B2,US20120258046-A1
US10588959-B2,US20130129754-A1
US10588959-B2,US20130142818-A1
US10588959-B2,US20130259879-A1
US10588959-B2,US20130280283-A1
US10588959-B2,US20130295043-A1
US10588959-B2,US20130336998-A1
US10588959-B2,US20150037326-A1
US10588959-B2,US20150050302-A1
US10588959-B2,US20150057340-A1
US10588959-B2,US20150093413-A1
US10588959-B2,US20150118183-A1
US10588959-B2,US20150118264-A1
US10588959-B2,US20150165006-A1
US10588959-B2,US20150184195-A1
US10588959-B2,US20150218554-A1
US10588959-B2,US20150306249-A1
US10588959-B2,US20150320847-A1
US10588959-B2,US20160130345-A1
US10588959-B2,US20160166668-A1
US10588959-B2,US20160166678-A1
US10588959-B2,US20160166710-A1
US10588959-B2,US20160166711-A1
US10588959-B2,US20160168207-A1
US10588959-B2,US20160168227-A1
US10588959-B2,US20160235864-A1
US10588959-B2,WO2012116811-A1
US10588959-B2,WO2015101415-A1
US10588959-B2,WO2015135558-A1
US10588959-B2,WO2011008974-A2
US10588959-B2,WO2015101414-A2
US10588959-B2,WO2015149944-A2
US10588959-B2,WO2015101416-A8
US11266735-B2,US20050032730-A1
US11266735-B2,US20050059624-A1
US11266735-B2,US20050250723-A1
US11266735-B2,US20060188490-A1
US11266735-B2,US20080025944-A1
US11266735-B2,US20080267873-A1
US11266735-B2,US20090324584-A1
US11266735-B2,US20100048883-A1
US11266735-B2,US20100189729-A1
US11266735-B2,US20100203076-A1
US11266735-B2,US20100291156-A1
US11266735-B2,US20100305196-A1
US11266735-B2,US20110053829-A1
US11266735-B2,US20110250225-A1
US11266735-B2,US20120021043-A1
US11266735-B2,US20120258046-A1
US11266735-B2,US20130129754-A1
US11266735-B2,US20130142818-A1
US11266735-B2,US20130259879-A1
US11266735-B2,US20130280283-A1
US11266735-B2,US20130295043-A1
US11266735-B2,US20130336998-A1
US11266735-B2,US20150037326-A1
US11266735-B2,US20150050302-A1
US11266735-B2,US20150057340-A1
US11266735-B2,US20150093413-A1
US11266735-B2,US20150118183-A1
US11266735-B2,US20150118264-A1
US11266735-B2,US20150165006-A1
US11266735-B2,US20150184195-A1
US11266735-B2,US20150218554-A1
US11266735-B2,US20150306249-A1
US11266735-B2,US20150320847-A1
US11266735-B2,US20160130345-A1
US11266735-B2,US20160166668-A1
US11266735-B2,US20160166678-A1
US11266735-B2,US20160166710-A1
US11266735-B2,US20160166711-A1
US11266735-B2,US20160168207-A1
US11266735-B2,US20160168227-A1
US11266735-B2,US20160235864-A1
US11266735-B2,WO2012116811-A1
US11266735-B2,WO2015101415-A1
US11266735-B2,WO2015135558-A1
US11266735-B2,WO2011008974-A2
US11266735-B2,WO2015101414-A2
US11266735-B2,WO2015149944-A2
US11266735-B2,WO2015101416-A8
US2022152193-A1,WO2010037539-A1
CN105073135-A,US20100055102-A1
CN105073135-A,WO2012062218-A1
US2016130345-A1,US20100035973-A1
US2016130345-A1,US20100040614-A1
US2016130345-A1,US20130259879-A1
US2016130345-A1,US20160206719-A1
US2016130345-A1,US8445663-B2
US2016130345-A1,US8728474-B2
EP3292873-A1,US20100055102-A1
EP3292873-A1,WO2008156712-A1
EP3292873-A1,WO2012062218-A1
EP3292873-A1,WO2008011344-A2
EP3292873-A1,WO2010063011-A2
EP3292873-A1,US4816567-A
US9974845-B2,US20100035973-A1
US9974845-B2,US20100040614-A1
US9974845-B2,US20130259879-A1
US9974845-B2,US20160206719-A1
US9974845-B2,US8354509-B2
US9974845-B2,US8445663-B2
US9974845-B2,US8728474-B2
US9974845-B2,US20050032730-A1
US9974845-B2,US20050250723-A1
US9974845-B2,US20060188490-A1
US9974845-B2,US20080025944-A1
US9974845-B2,US20080267873-A1
US9974845-B2,US20090324584-A1
US9974845-B2,US20100055102-A1
US9974845-B2,US20100189729-A1
US9974845-B2,US20100203076-A1
US9974845-B2,US20100239608-A1
US9974845-B2,US20100291156-A1
US9974845-B2,US20100303851-A1
US9974845-B2,US20100305196-A1
US9974845-B2,US20110053829-A1
US9974845-B2,US20110077287-A1
US9974845-B2,US20110250225-A1
US9974845-B2,US20110269950-A1
US9974845-B2,US20110311472-A1
US9974845-B2,US20120009221-A1
US9974845-B2,US20120021043-A1
US9974845-B2,US20120213818-A1
US9974845-B2,US20120258046-A1
US9974845-B2,US20130121988-A1
US9974845-B2,US20130129754-A1
US9974845-B2,US20130195867-A1
US9974845-B2,US20130202645-A1
US9974845-B2,US20130251742-A1
US9974845-B2,US20130273001-A1
US9974845-B2,US20130280283-A1
US9974845-B2,US20130295043-A1
US9974845-B2,US20130336998-A1
US9974845-B2,US20140037660-A1
US9974845-B2,US20140294877-A1
US9974845-B2,US20150050302-A1
US9974845-B2,US20150057340-A1
US9974845-B2,US20150093413-A1
US9974845-B2,US20150104476-A1
US9974845-B2,US20150118183-A1
US9974845-B2,US20150118264-A1
US9974845-B2,US20150141498-A1
US9974845-B2,US20150165006-A1
US9974845-B2,US20150184195-A1
US9974845-B2,US20150218554-A1
US9974845-B2,US20150258214-A1
US9974845-B2,US20150306249-A1
US9974845-B2,US8217016-B2
US9974845-B2,US8383340-B2
US9974845-B2,US8703906-B2
US9974845-B2,US8968746-B2
US9974845-B2,US9155788-B2
US9974845-B2,WO2008156712-A1
US9974845-B2,WO2012062218-A1
US9974845-B2,WO2008011344-A2
US9974845-B2,WO2010063011-A2
US10117920-B2,US20100040614-A1
US10117920-B2,US20160130345-A1
US10117920-B2,US20160206719-A1
US10117920-B2,EP1604688-A1
US10117920-B2,EP2958588-A1
US10117920-B2,EP1392341-A2
US10117920-B2,US20050032730-A1
US10117920-B2,US20050250723-A1
US10117920-B2,US20060188490-A1
US10117920-B2,US20080025944-A1
US10117920-B2,US20080267873-A1
US10117920-B2,US20090324584-A1
US10117920-B2,US20100035973-A1
US10117920-B2,US20100055102-A1
US10117920-B2,US20100189729-A1
US10117920-B2,US20100203076-A1
US10117920-B2,US20100239608-A1
US10117920-B2,US20100291156-A1
US10117920-B2,US20100303851-A1
US10117920-B2,US20100305196-A1
US10117920-B2,US20110053829-A1
US10117920-B2,US20110077287-A1
US10117920-B2,US20110250225-A1
US10117920-B2,US20110269950-A1
US10117920-B2,US20110311472-A1
US10117920-B2,US20120009221-A1
US10117920-B2,US20120021043-A1
US10117920-B2,US20120213818-A1
US10117920-B2,US20120258046-A1
US10117920-B2,US20130121988-A1
US10117920-B2,US20130129754-A1
US10117920-B2,US20130195867-A1
US10117920-B2,US20130202645-A1
US10117920-B2,US20130251742-A1
US10117920-B2,US20130259879-A1
US10117920-B2,US20130273001-A1
US10117920-B2,US20130280283-A1
US10117920-B2,US20130295043-A1
US10117920-B2,US20130336998-A1
US10117920-B2,US20140037660-A1
US10117920-B2,US20140294877-A1
US10117920-B2,US20150050302-A1
US10117920-B2,US20150057340-A1
US10117920-B2,US20150093413-A1
US10117920-B2,US20150104476-A1
US10117920-B2,US20150118183-A1
US10117920-B2,US20150118264-A1
US10117920-B2,US20150141498-A1
US10117920-B2,US20150165006-A1
US10117920-B2,US20150184195-A1
US10117920-B2,US20150218554-A1
US10117920-B2,US20150258214-A1
US10117920-B2,US20150306249-A1
US10117920-B2,US8008449-B2
US10117920-B2,US8168757-B2
US10117920-B2,US8217016-B2
US10117920-B2,US8345509-B2
US10117920-B2,US8383340-B2
US10117920-B2,US8445663-B2
US10117920-B2,US8703906-B2
US10117920-B2,US8728474-B2
US10117920-B2,US8968746-B2
US10117920-B2,US9155788-B2
US10117920-B2,WO2004004743-A1
US10117920-B2,WO2008156712-A1
US10117920-B2,WO2010037408-A1
US10117920-B2,WO2012062218-A1
US10117920-B2,WO2013143683-A1
US10117920-B2,WO2014127917-A1
US10117920-B2,WO2008011344-A2
US10117920-B2,WO2008083949-A2
US10117920-B2,WO2010063011-A2
US10117920-B2,WO2012006634-A2
US10117920-B2,WO2006044923-A3
US10117920-B2,WO2008083174-A3
US10117920-B2,WO2008085562-A3
US10117920-B2,WO2009114335-A3
US10117920-B2,WO2011143656-A3
CN109045289-A,CN102131828-A
CN109045289-A,WO2013043647-A1
EP3292873-B1,US4816567-A
EP3292873-B1,US20100055102-A1
EP3292873-B1,WO2012062218-A1
EP3292873-B1,WO2008011344-A2
US10434158-B2,US9974845-B2
US10434158-B2,US10117920-B2
US10434158-B2,EP1604688-A1
US10434158-B2,EP2958588-A1
US10434158-B2,EP1392341-B1
US10434158-B2,US20050032730-A1
US10434158-B2,US20050250723-A1
US10434158-B2,US20060188490-A1
US10434158-B2,US20080025944-A1
US10434158-B2,US20080267873-A1
US10434158-B2,US20090324584-A1
US10434158-B2,US20100035973-A1
US10434158-B2,US20100040614-A1
US10434158-B2,US20100055102-A1
US10434158-B2,US20100189729-A1
US10434158-B2,US20100203076-A1
US10434158-B2,US20100239608-A1
US10434158-B2,US20100291156-A1
US10434158-B2,US20100303851-A1
US10434158-B2,US20100305196-A1
US10434158-B2,US20110053829-A1
US10434158-B2,US20110077287-A1
US10434158-B2,US20110250225-A1
US10434158-B2,US20110269950-A1
US10434158-B2,US20110311472-A1
US10434158-B2,US20120009221-A1
US10434158-B2,US20120021043-A1
US10434158-B2,US20120213818-A1
US10434158-B2,US20120258046-A1
US10434158-B2,US20130121988-A1
US10434158-B2,US20130129754-A1
US10434158-B2,US20130195867-A1
US10434158-B2,US20130202645-A1
US10434158-B2,US20130251742-A1
US10434158-B2,US20130259879-A1
US10434158-B2,US20130273001-A1
US10434158-B2,US20130280283-A1
US10434158-B2,US20130295043-A1
US10434158-B2,US20130336998-A1
US10434158-B2,US20140037660-A1
US10434158-B2,US20140294877-A1
US10434158-B2,US20150050302-A1
US10434158-B2,US20150057340-A1
US10434158-B2,US20150093413-A1
US10434158-B2,US20150104476-A1
US10434158-B2,US20150118183-A1
US10434158-B2,US20150118264-A1
US10434158-B2,US20150141498-A1
US10434158-B2,US20150165006-A1
US10434158-B2,US20150184195-A1
US10434158-B2,US20150218554-A1
US10434158-B2,US20150258214-A1
US10434158-B2,US20150306249-A1
US10434158-B2,US20160130345-A1
US10434158-B2,US20160206719-A1
US10434158-B2,US20180169201-A1
US10434158-B2,US8008449-B2
US10434158-B2,US8168757-B2
US10434158-B2,US8217016-B2
US10434158-B2,US8345509-B2
US10434158-B2,US8383340-B2
US10434158-B2,US8445663-B2
US10434158-B2,US8703906-B2
US10434158-B2,US8728474-B2
US10434158-B2,US8968746-B2
US10434158-B2,US9155788-B2
US10434158-B2,WO2004004743-A1
US10434158-B2,WO2008156712-A1
US10434158-B2,WO2010037408-A1
US10434158-B2,WO2012062218-A1
US10434158-B2,WO2013143683-A1
US10434158-B2,WO2014127917-A1
US10434158-B2,WO2008011344-A2
US10434158-B2,WO2008083949-A2
US10434158-B2,WO2010063011-A2
US10434158-B2,WO2012006634-A2
US10434158-B2,WO2002098443-A3
US10434158-B2,WO2006044923-A3
US10434158-B2,WO2008083174-A3
US10434158-B2,WO2008085562-A3
US10434158-B2,WO2009114335-A3
US10434158-B2,WO2011143656-A3
EP3578200-A1,US20100055102-A1
EP3578200-A1,WO2008156712-A1
EP3578200-A1,WO2012062218-A1
EP3578200-A1,WO2008011344-A2
EP3578200-A1,WO2010063011-A2
EP3578200-A1,US4816567-A
RU2718988-C2,RU2009128686-A
RU2718988-C2,US20100040614-A1
RU2718988-C2,US20100055102-A1
RU2718988-C2,US20100291156-A1
RU2718988-C2,WO2012006634-A2
US11458195-B2,US20190185859-A1
US11458195-B2,US20190343942-A1
US11458195-B2,US20200085944-A1
US11458195-B2,US20210198649-A1
US11458195-B2,EP1604688-A1
US11458195-B2,EP2958588-A1
US11458195-B2,EP3292873-A1
US11458195-B2,EP1392341-A2
US11458195-B2,US20050032730-A1
US11458195-B2,US20050059624-A1
US11458195-B2,US20050250723-A1
US11458195-B2,US20060188490-A1
US11458195-B2,US20080025944-A1
US11458195-B2,US20080267873-A1
US11458195-B2,US20090324584-A1
US11458195-B2,US20100035973-A1
US11458195-B2,US20100040614-A1
US11458195-B2,US20100048883-A1
US11458195-B2,US20100055102-A1
US11458195-B2,US20100076060-A1
US11458195-B2,US20100189729-A1
US11458195-B2,US20100203076-A1
US11458195-B2,US20100239608-A1
US11458195-B2,US20100291156-A1
US11458195-B2,US20100303851-A1
US11458195-B2,US20100305196-A1
US11458195-B2,US20110053829-A1
US11458195-B2,US20110077287-A1
US11458195-B2,US20110250225-A1
US11458195-B2,US20110269950-A1
US11458195-B2,US20110311472-A1
US11458195-B2,US20120009221-A1
US11458195-B2,US20120021043-A1
US11458195-B2,US20120141465-A1
US11458195-B2,US20120213818-A1
US11458195-B2,US20120258046-A1
US11458195-B2,US20130121988-A1
US11458195-B2,US20130129754-A1
US11458195-B2,US20130142818-A1
US11458195-B2,US20130195867-A1
US11458195-B2,US20130202645-A1
US11458195-B2,US20130209511-A1
US11458195-B2,US20130251742-A1
US11458195-B2,US20130259879-A1
US11458195-B2,US20130273001-A1
US11458195-B2,US20130280283-A1
US11458195-B2,US20130295043-A1
US11458195-B2,US20130295110-A1
US11458195-B2,US20130336998-A1
US11458195-B2,US20140037660-A1
US11458195-B2,US20140086932-A1
US11458195-B2,US20140294877-A1
US11458195-B2,US20150037326-A1
US11458195-B2,US20150050302-A1
US11458195-B2,US20150057340-A1
US11458195-B2,US20150086612-A1
US11458195-B2,US20150093413-A1
US11458195-B2,US20150104476-A1
US11458195-B2,US20150118183-A1
US11458195-B2,US20150118264-A1
US11458195-B2,US20150141498-A1
US11458195-B2,US20150165006-A1
US11458195-B2,US20150184195-A1
US11458195-B2,US20150218554-A1
US11458195-B2,US20150258214-A1
US11458195-B2,US20150306249-A1
US11458195-B2,US20150320847-A1
US11458195-B2,US20160130345-A1
US11458195-B2,US20160166668-A1
US11458195-B2,US20160166678-A1
US11458195-B2,US20160166710-A1
US11458195-B2,US20160166711-A1
US11458195-B2,US20160168207-A1
US11458195-B2,US20160168227-A1
US11458195-B2,US20160206719-A1
US11458195-B2,US20160235864-A1
US11458195-B2,US20160304883-A1
US11458195-B2,US20160304938-A1
US11458195-B2,US20160326575-A1
US11458195-B2,US20160331844-A1
US11458195-B2,US20170014496-A1
US11458195-B2,US20170029847-A1
US11458195-B2,US20170114378-A1
US11458195-B2,US20170252430-A1
US11458195-B2,US20170326225-A1
US11458195-B2,US20180044687-A1
US11458195-B2,US20180125952-A1
US11458195-B2,US20180126003-A1
US11458195-B2,US20180142275-A1
US11458195-B2,US20180147146-A1
US11458195-B2,US20180148727-A1
US11458195-B2,US20180169201-A1
US11458195-B2,US20180201967-A1
US11458195-B2,US20180208957-A1
US11458195-B2,US20180214537-A1
US11458195-B2,US20180237786-A1
US11458195-B2,US20180237817-A1
US11458195-B2,US20180243219-A1
US11458195-B2,US20180296663-A1
US11458195-B2,US20180298372-A1
US11458195-B2,US20180312545-A1
US11458195-B2,US20180371392-A1
US11458195-B2,US20190010485-A1
US11458195-B2,US20190017100-A1
US11458195-B2,US20190024096-A1
US11458195-B2,US20190040378-A1
US11458195-B2,US20190049414-A1
US11458195-B2,US20190083602-A1
